address,area,bedroom_number,description,direction,end_date,floor_number,height,is_car_pack,is_dinning_room,is_kitchen,is_owner,is_terrace,law,price,start_date,street_in_front_of_house,type,width
" Đường DL, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương", 150 m,---,"đất nền mỹ phước lựa chọn hợp lý( 5x30) sổ hồng riêng
thổ cư 100%. mua bán sang tên ngay, vị trí đẹp, chợ trường học 500m
cần bán nhanh, tiện ích ko thiếu gì, mua bán sang tên tại phòng công chứng
ngân hàng hổ trợ 70%, 
cần bán gấp, 
rất tiện đầu tư, kd buôn bán. lh chinh chủ
giá 1,1ty",_,,---,30m,False,False,False,False,False,---," 1,1 tỷ ",Ngày đăng: 14/07/2023,16m,"Đất thổ cư, đất ở",5m
" Đường Đinh Đức Thiện, Xã Bình Chánh, Huyện Bình Chánh, Hồ Chí Minh", 100 m,3,"Kẹt tiền bán gấp 2 căn nhà 5x20m2 ( 100m2 ), 5x16m2 ( 80m2)

 + 5x20 : giá 1 tỷ 100triệu ( 4 phòng ngủ , 2 nhà vệ sinh , ...)       

 + 5x16 : giá 900 triệu ( 3 phòng ngủ , 2 nhà vệ sinh )

VÀ 2 lô đất sát bên căn nhà : 680 triệu ( 100m2 / lô )

+ Tiện ích : Nằm liền kề CHỢ BÌNH CHÁNH. 

   + Vị trí đặc địa : 30 phút tới Trung tâm TPHCM
       20 phút tới LOTEMART QUẬN 7
        25 phút tới AEON Bình Tân

     + Diện tích : 5x20m2, 5x16m2...

      + Nơi thích hợp để an cư , thuận tiện kinh doanh buôn bán, cho thuê...

       + Pháp lý : ĐÃ CÓ SỔ HỒNG RIÊNG - Sang tên công chứng trong ngày...

       + Có hổ trợ 70% vay vốn ngân hàng. 

     Liên hệ Trực tiếp em TIẾN để đi xem nhà( XIN CẢM ƠN ).",_,,2,20m,False,False,False,False,False,---," 1,1 tỷ ",Ngày đăng: 14/07/2023,12m,Nhà mặt tiền,5m
" Đường Lê Mao, Phường Vinh Tân, Thành phố Vinh, Nghệ An", 172 m,---,"*LÔ ĐẤT ĐẸP KHU ĐÔ THỊ HADICO VINH TÂN, THÀNH PHỐ VINH GIÁ TỐT NHẤT THỊ TRƯỜNG
* Lô đất NV 03 - 07 Khu đô thị Hanico Vinh Tân 
* Diện tích 172 m3( rộng 9,5m nở hậu)
* Hướng Đông Nam
* Đường đôi 24m
* Khu đô thị quy hoạch đẹp bậc nhất Thành phố Vinh. Hệ thống hạ tầng, cây xanh cực kỳ đẳng cấp ngay trung tâm Thành phố Vinh. Chỉ 5 phút chạy xe là đến Quảng trường Hồ Chí Minh, chợ Vinh, siêu thị Big C,...Khu đô thị lấp đầy nhanh và xây dựng cực kỳ hiện đại.",Đông Nam,,---,"18,5m",False,False,False,False,False,Giấy tờ hợp lệ," 6,243 tỷ ",Ngày đăng: 14/07/2023,24m,"Đất nền, liền kề, đất dự án",9m
" Đường Bình Tây, Phường 1, Quận 6, Hồ Chí Minh", 62 m,---,"Chính chủ cần bán căn nhà mặt tiền tại địa chỉ: Đường Bình Tây, Phường 1, Quận 6, TP.HCM.
- Diện tích: 61.7m2
- Chiều ngang 4.2m, nở hậu 5.4m hình chữ L, chiều dài 13.81m.
- Hướng đông bắc
- Nhà 3 tầng kiên cố gồm: 
 + 1 tầng lửng
 + 1 tầng lầu
 + Sân thượng
- Nhà có 3 phòng ngủ, 3 WC, phòng khách, bếp rộng rãi, thoáng mát. Hiện tại nhà đang kinh doanh trà sữa rất tốt.
- Vị trí nhà đẹp, có 2 mặt tiền đường. Mặt tiền đường Bình Tây rộng 8m và đường hẻm xe máy bên hông nhà.  
- Khu vực dân trí cao, an ninh ổn định.
- Trước nhà là trường học cấp 2. Cách Đại Lộ Võ Văn Kiệt 100m, thuận lợi khi di chuyển các quận.
- Cách chợ Bình Tây 200m. Gần trường học, siêu thị và nhiều tiện ích xung quanh...thuận tiện giao thông đi lại. 
- Giá bán: 14.5 tỷ
 Chi tiết liên hệ SĐT: chính chủ - 0983.926.165 hoặc 0984.962.468",_,,---,---,False,False,False,False,False,---," 14,5 tỷ ",Ngày đăng: 13/07/2023,---,Nhà mặt tiền,---
" Đường Khuông Việt, Phường Phú Trung, Quận Tân Phú, Hồ Chí Minh", 94 m,4,"NHÀ MỚI NGANG GẦN 5M - HẺM THÔNG 7M - XE HƠI NGỦ TRONG NHÀ

[Đ. Khuông Việt - P. Phú Trung - Q. Tân Phú]

🔥 DT: 94m2(4.5x21) - 4 tầng 4PN.

🔥 Hẻm rộng như mặt tiền. Nhà đẹp ở ngay, vị trí đẹp gần Q11, Tân Bình tiện di chuyển qua Q10, Q3, Q1,...

VUÔNG VỨC - HOÀN CÔNG ĐỦ.

💰 Giá 10 tỷ 5 có thương lượng.",_,,4,21m,True,True,True,False,True,Sổ hồng/ Sổ đỏ," 10,5 tỷ ",Ngày đăng: 14/07/2023,7m,Nhà trong hẻm,"4,5m"
" Phố Nguyễn Ngọc Doãn,  Phường Quang Trung, Quận Đống Đa, Hà Nội", 70 m,---,"Chính chủ 100 % bán căn hộ tập thể tầng 3, phường Quang Trung, phố Nguyễn Ngọc Doãn, quận Đống Đa, Hà Nội.
- Vị trí trung tâm, đối diện Vincom Phạm Ngọc Thạch, ô tô đỗ chân cầu thang, 5m ra mặt phố 
- Sổ đỏ 40m2, diện tích sử dụng 75m2
- Nhà có 1 phòng khách, 1 bếp, có sân phơi, 2 phòng ngủ riêng biệt và 2 nhà vệ sinh khép kín.
- Đầy đủ nội thất, gần trường học các cấp, bệnh viện, trung tâm mua sắm...
- Khu tập the ngân hàng, an ninh tốt, văn minh, hàng xóm thân thiện, toàn cán bộ ngân hàng. 
- Giá bán: 2 tỷ 430 triệu (có thương lượng chút với người mua thiện chí, miễn trung gian)
- Liên hệ chính chủ: 0878.274.648 / 0989.130.515",_,,---,---,True,False,True,False,False,Sổ hồng/ Sổ đỏ," 2,43 tỷ ",Ngày đăng: 12/07/2023,---,Căn hộ chung cư,---
" Đường DH708, Xã Long Tân, Huyện Dầu Tiếng, Bình Dương", 10.000 m,---,"Mình cần bán gấp lô đất trước mua đầu tư để làm khu sinh thái vì lô đất có suối chảy qua.
Rất thích hợp làm khu Camping, Glamping nghĩ dưỡng đầu tư như cầu về giải trí.
Diện tích gần 1 HA đất, cách DH 706 1km rất thuận tiện cho việc di chuyển.
Sổ sách có sẵn, có thể mua công chứng ngay.
Anh chị có ý tưởng về đầu tư nghĩ dưỡng, khu du lịch ib xem ngay.
Liên hệ để xem sổ sách.",_,,---,250m,False,False,False,False,False,Sổ hồng/ Sổ đỏ," 8,9 tỷ ",Ngày đăng: 14/07/2023,5m,"Đất thổ cư, đất ở",40m
" Đường Quốc Lộ 13, Thị Trấn Bàu Bàng, Huyện Bàu Bàng, Bình Dương", 100 m,---,"Vị trí: Cạnh trung tâm Hành chính thị trấn Lai Uyên, H. Bàu Bàng, Bình Dương
Diện tích: 100m2 5x20 
Đất xây dựng tự do, Full Thổ cư
Giá 850 triệu/lô. Mua 2 nền thương lượng
Sổ riêng từng lô. 
Mặt tiền đường nhựa rộng 17m. trục đường thông từ QL13 vào thẳng Kcn Bàu bàng
Dân cư ở đông đúc, sầm uất và an ninh. Thích hợp đầu tư hoặc định cư lâu dài
Cách Chợ - Bến xe Bàu Bàng chỉ 200m.
Gần Trường, Bệnh viện,...
Liên hệ gặp Mr.Dương để xem đất ép giá",_,,---,20m,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 850 triệu ,Ngày đăng: 14/07/2023,17m,"Đất thổ cư, đất ở",5m
" Đường Biên Giang, Phường Biên Giang, Quận Hà Đông, Hà Nội", 31 m,3,"Nhà xây 3 tầng có 3 ngủ và 2wc
Diện tích đất 30m, 

*Hoàn thiện nội thất đẹp như hình, chỉ mang đồ về ở
* Nội thất: 
- Cầu thang gỗ tự nhiên.
- Cửa thông phòng gỗ. Tủ bếp gỗ tự nhiên sang trọng.
- Cửa nhôm chất lượng, cửa chính INOX chắc chắn.
- Thiết bị vệ sinh cao cấp, trần thạch cao sáng đẹp.
- Sơn cao cấp. Bồn nước Sơn Hà. Máy bơm nước tiện lợi.
- Dây điện Trần Phú, ống nhựa Tiền Phong bền bỉ chất lượng.
- Đá ốp cầu thang hoa cương tự nhiên sang trọng.

*Vị trí:
 Cách Bến xe Yên Nghĩa 3km
Cách cầu Mai Lĩnh của Phường Biên Giang- Hà Đông 1km
Cạnh ngay đại học Thể dục Thể Thao
Ô tô Morning đỗ cửa, xe 7 chỗ cách 5m, bãi đỗ xe của nhà văn hoá cách 10m( để được 20 xe ô tô )

* Sổ đỏ đầy đủ, pháp lý minh bạch rõ ràng.
- Hỗ trợ ngân hàng tối đa 80% giá trị cho khách có nhu cầu vay vốn. Chỉ cần có từ 400 - 500tr có thể mua được nhà, tiền lãi bằng tiền thuê nhà, sau 10 năm có nhà để ở.

***GIÁ 
Giá 1 tỷ 550 triệu 
Giá Hoàn thiện như hình về ở ngay
Sổ đỏ tên của tôi",Đông Nam,,3,8m,False,False,False,False,False,---," 1,55 tỷ ",Ngày đăng: 14/07/2023,3m,Nhà mặt tiền,4m
" 54/12 Đường Bà Thiên, Xã Nhuận Đức, Huyện Củ Chi, Hồ Chí Minh", 4.500 m,---,,_,,---,101m,False,False,False,False,False,---, 6 tỷ ,Ngày đăng: 14/07/2023,12m,"Đất thổ cư, đất ở",40m
" Đường số 10, Xã Mỹ Hạnh Nam, Huyện Đức Hòa, Long An", 140 m,4,"LÔ GÓC ĐƯỜNG SỐ 3-KDC TRẦN ANH –XÃ MỸ HẠNH NAM – LONG AN   - 150M2 -7.5x20 CHI NHINH 3 TY

 CĂN GÓC ĐẸP MTKD ĐA NGÀNH NGHỀ 7.5 X 20 VỈA HÈ 6m SÁT BÊN TRƯỜNG C1 & C2. SÁT CHỢ VÀ ỦY BAN 

Khu dân cư sầm uất nhất khu vực an ninh đầy đủ tiện ích. Vị trí lô góc đẹp nhất khu buôn bán cafe mọi ngành nghề. Thu nhập rất tốt từ việc làm giao dịch rút chuyển tiền đóng hóa đơn như ngân hàng. Sổ hồng công chứng giao nhà. 


 Liên hệ  Toàn nhà phố có hàng trăm căn nhà các quận cần ra gấp cho chủ như quận bình tân, quận 6, quận 5, quận 11, bình chánh",_,,1,20m,False,False,False,False,False,Sổ hồng/ Sổ đỏ," 3,1 tỷ ",Ngày đăng: 14/07/2023,10m,Nhà mặt tiền,"7,5m"
" Đường Hương lộ 2, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh", 36 m,3,"✈️✈️ CHỈ 70TR/M2 — GIÁ BAO ĐẦU TƯ 

— BÌNH TÂN - HƯƠNG LỘ 2 - NGÃ TƯ 4 XÃ - HẺM XE HƠi HƠN 4M - CHỈ HƠN 2 TỶ 🌹🌹🌹

👉 Kết cấu : 1 trệt 1 lầu, 2PN 2WC

👉 Vị trí : hẻm xe hơi đẹp hơn 4M, hẻm thông, ngay ngã tư 4 xã, vị trí đẹp, tiện ích xung quanh, gần siêu thị bệnh viện, trường học, gần chợ.

👉 Sổ Hồng riêng đầy đủ, pháp lý chuẩn, mua bán nhanh.
Liên hệ: LÀM VIỆC CHINH CHU",_,,2,---,False,False,False,False,False,---," 2,75 tỷ ",Ngày đăng: 14/07/2023,8m,Nhà trong hẻm,---
" Đường Vĩnh Phú 17A, Phường Vĩnh Phú, Thành phố Thuận An, Bình Dương", 194 m,---,"*** CHỦ GIẢM GIÁ SỐC: từ 4 tỷ 6 giảm còn 4 tỷ 3 nay (14 tháng 6 ) giảm còn 4 tỷ 1****
  - Cần bán gấp lô đất vị trí đẹp, mặt tiền rộng 9,7m, khu dân cư đông đúc, thích hợp xây phòng trọ cho thuê, xây để ở hoặc đầu tư lâu dài, xe hơi vào tận nơi.
  - Cần vốn kinh doanh nên bán gấp, bớt chút đỉnh cho người mua thiện chí, MIỄN TRUNG GIAN, MÔI GIỚI.
++ Vị trí:
  - Khu phố Trung, đường Vĩnh Phú 17A, Thành phố Thuận An, Bình Dương.
++ Pháp lý:
  - Sổ hồng chính chủ, sang tên ngay.
  - Diện tích: 194,6m², mặt tiền rộng 9.7m x 20m
  - Hướng đất: Đông Bắc.
++Tiện ích:
  - Khu dân cư đông đúc, gần chợ, khu có công nhân nhiều thích hợp xây phòng cho thuê.
  - Gần trường học, bệnh viện Quốc tế Hạnh Phúc, gần khu chung cư.
  - Cách QL13 30m.
  - Cách trung tâm TP HCM 10Km.
  - Cách các KCN: Việt Hương, VSIP, Sóng Thần: 5Km.
  - Tổng diện tích 194,6 m² thích hợp xây nhà ở, làm nhà xưởng, cho thuê phòng trọ.
++ Giá bán: 4 tỷ 100 triệu
++ Liên hệ:
  - Liên hệ ngay (24/7) để xem đất: Anh Thanh, chị My",Đông Bắc,,---,20m,False,False,False,False,False,Sổ hồng/ Sổ đỏ," 4,1 tỷ ",Ngày đăng: 14/07/2023,3m,"Đất thổ cư, đất ở","9,7m"
" Đường An Mỹ, Phường Định Hòa, Thành phố Thủ Dầu Một, Bình Dương", 420 m,---,,_,,---,21m,True,False,False,False,False,Sổ hồng/ Sổ đỏ, 900 triệu ,Ngày đăng: 14/07/2023,16m,"Đất thổ cư, đất ở",20m
" Quốc Lộ 13, Xã Tân Khai, Huyện Hớn Quản, Bình Phước", 825 m,---,,_,,---,---,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 230 triệu ,Ngày đăng: 14/07/2023,18m,"Đất thổ cư, đất ở",---
" Đường Đại Lộ Bình Dương, Phường Phú Hòa, Thành phố Thủ Dầu Một, Bình Dương", 360 m,---,,_,,---,30m,False,False,False,False,False,Sổ hồng/ Sổ đỏ," 1,2 tỷ ",Ngày đăng: 14/07/2023,18m,"Đất thổ cư, đất ở",12m
" Đường Tỉnh Lộ 749, Xã Long Tân, Huyện Dầu Tiếng, Bình Dương", 441 m,---,,_,,---,21m,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 790 triệu ,Ngày đăng: 14/07/2023,12m,"Đất thổ cư, đất ở",21m
" Quốc lộ 13, Phường Hưng Long, Thị xã Chơn Thành, Bình Phước", 622 m,---,,_,,---,40m,False,False,False,False,False,---, 330 triệu ,Ngày đăng: 14/07/2023,22m,"Đất thổ cư, đất ở",26m
" Đường Đinh Đức Thiện, Xã Bình Chánh, Huyện Bình Chánh, Hồ Chí Minh", 100 m,4,"Nhà mới xây 100%, sổ hồng riêng giấy tờ hợp lệ
5x20 giá 1 tỷ 2
4x20 giá 950 triệu 

- 1 trệt 1 lầu, 4 phòng ngủ, 2 nhà vệ sinh, đường trước nhà 8m.

- Đi công chứng sang tên trong ngày, khu dân cư đông đúc tiện buôn bán, kinh doanh, cho thuê.

- Nhà được xây dựng kiên cố cốt thép, phía trước có công viên và camera khu phố.
-+ Tiện ích : Nằm liền kề CHỢ BÌNH CHÁNH !

   + Vị trí đặc địa : 30 phút tới Trung tâm TPHCM
       15 phút tới LOTEMART QUẬN 7
        20 phút tới AEON Bình Tân 
Còn 6 lô đất gần nhau diện tích 5x20 giá 600 triệu

- Nếu tài chính không đủ có hỗ trợ bà con vay ngân hàng lãi suất thấp nhất ( thanh toán trước 40% nhận nhà )",_,,1,20m,True,True,True,False,True,Giấy tờ hợp lệ," 1,2 tỷ ",Ngày đăng: 14/07/2023,10m,Nhà mặt tiền,5m
" Quốc lộ 13 Quốc lộ 13, Phường Minh Hưng, Thị xã Chơn Thành, Bình Phước", 1.200 m,---,,_,,---,57m,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 200 triệu ,Ngày đăng: 14/07/2023,18m,"Đất thổ cư, đất ở",21m
" Đường Phan Bội Châu, Phường An Lộc, Thị xã Bình Long, Bình Phước", 1.260 m,---,,_,,---,40m,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 195 triệu ,Ngày đăng: 14/07/2023,18m,"Đất thổ cư, đất ở",30m
" Quốc lộ 13, Phường Hưng Long, Thị xã Chơn Thành, Bình Phước", 795 m,---,,_,,---,---,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 395 triệu ,Ngày đăng: 14/07/2023,18m,"Đất thổ cư, đất ở",---
" Quốc Lộ 13, Phường Hưng Chiến, Thị xã Bình Long, Bình Phước", 3.825 m,---,,_,,---,50m,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 195 triệu ,Ngày đăng: 14/07/2023,25m,"Đất thổ cư, đất ở",60m
" Quốc lộ 13, Phường Minh Hưng, Thị xã Chơn Thành, Bình Phước", 1.218 m,---,,_,,---,55m,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 195 triệu ,Ngày đăng: 14/07/2023,20m,"Đất thổ cư, đất ở",21m
" Quốc lộ 13, Phường Minh Thành, Thị xã Chơn Thành, Bình Phước", 2.040 m,---,,_,,---,51m,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 290 triệu ,Ngày đăng: 14/07/2023,18m,"Đất thổ cư, đất ở",40m
